k,inertia,silhouette,calinski_harabasz,davies_bouldin,time_s
2,943259.5822550748,0.11622604411906368,11606.109696635875,2.623452978750082,0.06940627098083496
3,847132.2066657349,0.12877909318859043,12007.34711620933,2.2530108091561836,0.12916851043701172
4,755063.2803397094,0.14031096122004794,12953.793440835705,1.9214508041241753,0.12496471405029297
5,705990.4477725251,0.1382469683174904,12089.096707151422,1.8963314139086496,0.16262292861938477
6,706364.0009138504,0.12700083289568317,9655.711488565714,1.9907089533638056,0.16463088989257812
7,649860.5274627449,0.1155689189373707,10162.363385496043,2.1906753485937265,0.09756326675415039
8,610590.0917428399,0.11788416961029413,10168.771566207368,1.9782674084322431,0.1083979606628418
