m,PC,mean_max_w,min_proto_dist,n_iter,ARI_vs_KMeans,verdict
1.05,0.9501068824813409,0.9654099683788795,1.9614761548971766,13,0.9431268222710801,near-crisp
1.08,0.9132719732282948,0.9395311285604385,1.9305771540552816,18,0.8742633192176429,near-crisp
1.1,0.8893731264966073,0.9228927637101785,1.9062505851001612,17,0.8484099558746965,near-crisp
1.13,0.8534937102533962,0.8978129597568267,1.8606983620875968,15,0.8265479045860495,"soft, informative"
1.15,0.8291106027249313,0.8806452039055186,1.823355674714866,14,0.8178634912698826,"soft, informative"
1.2,0.7661007454892739,0.8353352615697542,1.7041338764223186,12,0.806708486565094,"soft, informative"
1.5,0.2500035929692735,0.2509396197297463,0.0007528068448531439,50,0.4840584408536965,DEGENERATE
2.0,0.2500000326691424,0.2500929122328359,0.00014961207136508455,14,0.49415199069638593,DEGENERATE
